rating,reviews,company,province,parsed_date,processed_reviews,tokenized_reviews,topic
5,Oke,JNT,Papua Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
4,👍👍🙏 …,JNT,Papua Pegunungan,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Tidak apa-apa,JNT,Papua Pegunungan,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Oke,JNT,Papua Pegunungan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,DAN,JNT,Papua Pegunungan,2021-01-21,nan,['nan'],Pelayanan Bagus
4,👍👍 …,JNT,Papua Pegunungan,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Cukup baik ya..,JNT,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Mantul,JNT,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Keren,JNT,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,JNT,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Keren,JNT,Papua Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Cukup baik,JNT,Papua Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Luar biasa,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,9/10.,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,dkk,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Jika,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Jnt,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Besar,JNT,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Kirim paket terima paket,JNT,Sulawesi Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,JNT,Sulawesi Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
5,mntp,JNT,Sulawesi Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Alhamdulillah ya,JNT,Sulawesi Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
5,"Mantab,terima kasih👍👍👍 …",JNT,Sulawesi Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Kak kpn buka?,JNT,Sulawesi Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Oke,JNT,Sulawesi Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,kirim dan kirim paket saya ke sini,JNT,Sulawesi Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Oke,JNT,Sulawesi Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,JNT,Sulawesi Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,♡♡♡,JNT,Sumatera Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Makin dekat buat kirim2 barang..,JNT,Sumatera Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
4,👍 …,JNT,Sumatera Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Gudang nya besar,JNT,Sumatera Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,JNT,Sumatera Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Oke,JNT,Sumatera Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
4,👍 …,JNT,Sumatera Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Besar,JNT,Sumatera Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Banyak,JNT,Sumatera Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Okekk,JNT,Sumatera Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Tidak,JNT,Sumatera Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,👍👍👍 …,JNT,Sumatera Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Bukan,JNT,Sumatera Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Ya,JNT,Sumatera Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke...,Sicepat,Aceh,2021-01-21,nan,['nan'],Pelayanan Bagus
5,"Tiba""",Sicepat,Aceh,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,Sicepat,Aceh,2021-01-21,nan,['nan'],Pelayanan Bagus
5,👍👍 …,Sicepat,Aceh,2021-01-21,nan,['nan'],Pelayanan Bagus
5,👍 …,Sicepat,Bali,2021-01-21,nan,['nan'],Pelayanan Bagus
5,jossss 👍👍👍👍👍 …,Sicepat,Banten,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Alhamdulillah sampai,Sicepat,DIY Yogyakarta,2021-01-21,nan,['nan'],Pelayanan Bagus
5,wah,Sicepat,DIY Yogyakarta,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Jika,Sicepat,DKI Jakarta,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Baik,Sicepat,Gorontalo,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,Sicepat,Gorontalo,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Ok juga,Sicepat,Kalimantan Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Biasa aja si,Sicepat,Kalimantan Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Besar,Sicepat,Kalimantan Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Baik,Sicepat,Lampung,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,Sicepat,Lampung,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Sebuah,Sicepat,Lampung,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Oke.,Sicepat,Lampung,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Baik,Sicepat,Maluku,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Paket,Sicepat,Papua ,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Lumayan😊 …,Sicepat,Papua Barat Daya,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Sicepat 👍 …,Sicepat,Papua Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Tolong Kak ❤,Sicepat,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,Sicepat,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,GG,Sicepat,Riau,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Luar biasa,Sicepat,Sulawesi Tengah,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Baik,Sicepat,Sulawesi Utara,2021-01-21,nan,['nan'],Pelayanan Bagus
5,gudang sicepat yg keren,Sicepat,Sumatera Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
5,Oke,Sicepat,Sumatera Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
4,Ke padang panjang pak,Sicepat,Sumatera Barat,2021-01-21,nan,['nan'],Pelayanan Bagus
5,baik,Sicepat,Sumatera Selatan,2021-01-21,nan,['nan'],Pelayanan Bagus
